#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date
GCF_000695195.1	PRJNA266006	SAMN02324157	JMFJ00000000.1	representative genome	187382	187382	Chlamydotis macqueenii		BGI_N324	latest	Scaffold	Major	Full	2014/06/02	ASM69519v1	BGI	GCA_000695195.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/695/195/GCF_000695195.1_ASM69519v1			na
GCF_000691785.1	PRJNA263616	SAMN02333687	JJRK00000000.1	representative genome	188344	188344	Leptosomus discolor		BGI_N330	latest	Scaffold	Major	Full	2014/05/23	ASM69178v1	BGI	GCA_000691785.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/691/785/GCF_000691785.1_ASM69178v1			na
GCF_000687185.1	PRJNA253831	SAMN02596466	JJRC00000000.1	representative genome	188379	188379	Egretta garzetta		BGI_Z169	latest	Scaffold	Major	Full	2014/05/09	ASM68718v1	College of Medicine and Forensics, Xi'an Jiaotong University	GCA_000687185.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/185/GCF_000687185.1_ASM68718v1			na
GCF_003259725.1	PRJNA497593	SAMN08961563	QEEU00000000.1	representative genome	194338	194338	Athene cunicularia		RWA	latest	Scaffold	Major	Full	2018/06/21	athCun1	Stefan Boerno's shared submissions	GCA_003259725.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/259/725/GCF_003259725.1_athCun1			na
GCF_901001135.1	PRJNA549481	SAMEA104387956	CAAJIB000000000.1	representative genome	194408	194408	Rhinatrema bivittatum			latest	Chromosome	Major	Full	2019/06/02	aRhiBiv1.1	SC	GCA_901001135.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/901/001/135/GCF_901001135.1_aRhiBiv1.1			na
GCF_013339905.1	PRJNA642014	SAMN14503176	JABBIT000000000.1	representative genome	195615	195615	Hippoglossus stenolepis		PH-IPHC-18	latest	Chromosome	Major	Full	2020/06/16	IPHC_HiSten_1.0	International Pacific Halibut Commission	GCA_013339905.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/339/905/GCF_013339905.1_IPHC_HiSten_1.0			na
GCF_001431845.1	PRJNA305421	SAMN03491621	LDEH00000000.1	representative genome	198806	198806	Calidris pugnax		Ruff	latest	Scaffold	Major	Full	2015/11/04	ASM143184v1	BGI	GCA_001431845.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/431/845/GCF_001431845.1_ASM143184v1			na
GCF_001039765.1	PRJNA294519	SAMEA2560515		representative genome	202946	2696672	Apteryx mantelli mantelli			latest	Contig	Major	Full	2015/06/21	AptMant0	MPI-EVA	GCA_001039765.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/039/765/GCF_001039765.1_AptMant0			na
GCF_900324485.2	PRJNA489256	SAMEA104026378	OOHQ00000000.2	representative genome	205130	205130	Mastacembelus armatus			latest	Chromosome	Major	Full	2019/03/16	fMasArm1.2	SC	GCA_900324485.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/324/485/GCF_900324485.2_fMasArm1.2			na
GCF_900634625.1	PRJNA526690	SAMEA4675621	CAAAFN000000000.1	representative genome	210632	210632	Parambassis ranga			latest	Chromosome	Major	Full	2019/02/06	fParRan2.1	SC	GCA_900634625.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/634/625/GCF_900634625.1_fParRan2.1			na
GCF_000972845.2	PRJNA354443	SAMN03092871	JRPU00000000.2	representative genome	215358	215358	Larimichthys crocea		SSNF	latest	Chromosome	Major	Full	2018/11/27	L_crocea_2.0	BGI	GCA_000972845.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/972/845/GCF_000972845.2_L_crocea_2.0			na
GCF_009819795.1	PRJNA602521	SAMN12621346	WNMM00000000.1	representative genome	219594	219594	Aythya fuligula		bAytFul2	latest	Chromosome	Major	Full	2019/12/31	bAytFul2.pri	Vertebrate Genomes Project	GCA_009819795.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/819/795/GCF_009819795.1_bAytFul2.pri			na
GCF_017590135.1	PRJNA703052	SAMN18252884	JAGGNJ000000000.1	representative genome	221976	221976	Pyrgilauda ruficollis		IOZ18807	latest	Scaffold	Major	Full	2021/03/26	ASM1759013v1	Institute of Zoology, Chinese Academy of Sciences	GCA_017590135.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/590/135/GCF_017590135.1_ASM1759013v1			na
GCF_900496995.4	PRJNA556399	SAMEA994725	UFQG00000000.4	representative genome	223781	8962	Aquila chrysaetos chrysaetos			latest	Chromosome	Major	Full	2021/03/26	bAquChr1.4	Wellcome Sanger Institute	GCA_900496995.4	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/496/995/GCF_900496995.4_bAquChr1.4			na
GCF_000699245.1	PRJNA265368	SAMN02339892	JMFR00000000.1	representative genome	240206	240206	Pterocles gutturalis		BGI_N339	latest	Scaffold	Major	Full	2014/06/09	ASM69924v1	BGI	GCA_000699245.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/699/245/GCF_000699245.1_ASM69924v1			na
GCF_018320785.1	PRJNA731939	SAMN14532944	JAGUQY000000000.1	representative genome	241271	241271	Cheilinus undulatus			latest	Chromosome	Major	Full	2021/05/12	ASM1832078v1	Shanghai Ocean University	GCA_018320785.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/320/785/GCF_018320785.1_ASM1832078v1			na
GCF_000523025.1	PRJNA251742	SAMN02595200	AGRG00000000.1	representative genome	244447	244447	Cynoglossus semilaevis		Cse_v1.0	latest	Chromosome	Major	Full	2014/01/28	Cse_v1.0	Beijing Genomics Institute 	GCA_000523025.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/523/025/GCF_000523025.1_Cse_v1.0			na
GCF_001642345.1	PRJNA378405	SAMN04562461	LVEK00000000.2	representative genome	259920	259920	Rhincodon typus		Ralph	latest	Scaffold	Major	Full	2017/03/03	ASM164234v2	Emory University	GCA_001642345.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/642/345/GCF_001642345.1_ASM164234v2			na
GCF_016161935.1	PRJNA699301	SAMN16454374	JADWOL000000000.1	representative genome	260615	260615	Mauremys reevesii		NIE-2019	latest	Chromosome	Major	Full	2020/12/22	ASM1616193v1	Anhui normal university	GCA_016161935.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/161/935/GCF_016161935.1_ASM1616193v1			na
GCF_902459505.1	PRJNA627137	SAMEA104387963	CABPRQ000000000.1	representative genome	260995	260995	Geotrypetes seraphini			latest	Chromosome	Major	Full	2019/08/18	aGeoSer1.1	SC	GCA_902459505.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/459/505/GCF_902459505.1_aGeoSer1.1			na
GCF_000700745.1	PRJNA265383	SAMN02318612	JMFU00000000.1	representative genome	279965	279965	Antrostomus carolinensis		BGI_N321	latest	Scaffold	Major	Full	2014/06/10	ASM70074v1	BGI	GCA_000700745.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/700/745/GCF_000700745.1_ASM70074v1			na
GCF_008315115.2	PRJNA576669	SAMN12618724	VTTG00000000.2	representative genome	283035	283035	Sander lucioperca		FBNREF2018	latest	Chromosome	Major	Full	2020/08/14	SLUC_FBN_1.2	Leibniz Institute for Farm Animal Biology (FBN)	GCA_008315115.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/315/115/GCF_008315115.2_SLUC_FBN_1.2			na
GCF_009829145.1	PRJNA603801	SAMN12620979	WNMC00000000.1	representative genome	296741	296741	Chiroxiphia lanceolata		bChiLan1	latest	Chromosome	Major	Full	2020/01/03	bChiLan1.pri	Vertebrate Genomes Project	GCA_009829145.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/829/145/GCF_009829145.1_bChiLan1.pri			na
GCF_005870125.1	PRJNA391487	SAMN11521339	SWKX00000000.1	representative genome	299123	40157	Lonchura striata domestica		Mets1	latest	Chromosome	Major	Full	2019/06/05	lonStrDom2	HHMI/UCSF	GCA_005870125.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2			na
GCF_900700375.1	PRJNA533386	SAMEA104129917	CAADHS000000000.1	representative genome	299321	299321	Denticeps clupeoides			latest	Chromosome	Major	Full	2019/03/16	fDenClu1.1	SC	GCA_900700375.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/700/375/GCF_900700375.1_fDenClu1.1			na
GCF_000239375.1	PRJNA220167	SAMN00149614	AFNX00000000.1	representative genome	303518	303518	Pundamilia nyererei		P.nyererei 1_Seehausen	latest	Scaffold	Major	Full	2011/12/22	PunNye1.0	Broad Institute	GCA_000239375.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/239/375/GCF_000239375.1_PunNye1.0			na
GCF_001515625.1	PRJNA319352	SAMN03320098	LAVF00000000.1	representative genome	307959	307959	Sinocyclocheilus rhinocerous		Xijiao	latest	Scaffold	Major	Full	2015/12/14	SAMN03320098_v1.1	BGI, Shenzhen	GCA_001515625.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/515/625/GCF_001515625.1_SAMN03320098_v1.1			na
GCF_003343035.1	PRJNA484763	SAMN08476454	PTFB00000000.1	representative genome	308060	308060	Apteryx rowi		R43461	latest	Scaffold	Major	Full	2018/07/26	aptRow1	Harvard University	GCA_003343035.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/343/035/GCF_003343035.1_aptRow1			na
GCF_005281545.1	PRJNA625542	SAMN10786578	SZWH00000000.1	representative genome	310571	310571	Epinephelus lanceolatus		Andai001	latest	Chromosome	Major	Full	2019/05/13	ASM528154v1	Yellow Sea Fisheries Research Institute, Chinese Academy of Fishery Sciences	GCA_005281545.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/281/545/GCF_005281545.1_ASM528154v1			na
GCF_009078355.1	PRJNA630732	SAMN11969507	VFJC00000000.1	representative genome	310915	310915	Pangasianodon hypophthalmus	strain=Indonesia		latest	Chromosome	Major	Full	2019/10/22	GENO_Phyp_1.0	GenoFish	GCA_009078355.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/078/355/GCF_009078355.1_GENO_Phyp_1.0			na
GCF_001604755.1	PRJNA338288	SAMN04274560	LVWP00000000.1	representative genome	321398	321398	Lepidothrix coronata		B3197	latest	Scaffold	Major	Full	2016/03/31	Lepidothrix_coronata-1.0	McDonnell Genome Institute	GCA_001604755.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/604/755/GCF_001604755.1_Lepidothrix_coronata-1.0			na
GCF_001715985.3	PRJNA341382	SAMN02299332	MCBO00000000.3	representative genome	328815	328815	Manacus vitellinus		BGI_N305	latest	Scaffold	Major	Full	2019/07/03	ASM171598v3	Smithsonian Institution National Museum of Natural History	GCA_001715985.3	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/715/985/GCF_001715985.3_ASM171598v3			na
GCF_000337975.1	PRJNA217049	SAMN02981426	AKMU00000000.1	representative genome	345164	345164	Falco cherrug			latest	Scaffold	Major	Full	2013/02/05	F_cherrug_v1.0	BGI	GCA_000337975.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/975/GCF_000337975.1_F_cherrug_v1.0			na
GCF_017590055.1	PRJNA703052	SAMN18252883	JAGGNI000000000.1	representative genome	356909	356909	Onychostruthus taczanowskii		IOZ18803	latest	Scaffold	Major	Full	2021/03/26	ASM1759005v1	Institute of Zoology, Chinese Academy of Sciences	GCA_017590055.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/590/055/GCF_017590055.1_ASM1759005v1			na
GCF_902148855.1	PRJNA556027	SAMEA4966328	CABFVN000000000.1	representative genome	375764	375764	Sphaeramia orbicularis			latest	Chromosome	Major	Full	2019/07/03	fSphaOr1.1	SC	GCA_902148855.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/148/855/GCF_902148855.1_fSphaOr1.1			na
GCF_000971095.1	PRJNA290577	SAMN01830643	AOGC00000000.1	representative genome	381198	8845	Anser cygnoides domesticus	breed=Zhedong		latest	Scaffold	Major	Full	2015/04/08	AnsCyg_PRJNA183603_v1.0	Anser cygnoides Genome consortium	GCA_000971095.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/971/095/GCF_000971095.1_AnsCyg_PRJNA183603_v1.0			na
GCF_010909765.2	PRJNA610638	SAMN09948523	JAAGWR000000000.1	representative genome	386614	386614	Amblyraja radiata		CabotCenter1	latest	Chromosome	Minor	Full	2020/02/21	sAmbRad1.1.pri	Vertebrate Genomes Project	GCA_010909765.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/909/765/GCF_010909765.2_sAmbRad1.1.pri			na
GCF_902500255.1	PRJNA627696	SAMEA104129913	CABVOY000000000.1	representative genome	390379	390379	Thalassophryne amazonica			latest	Chromosome	Major	Full	2019/09/30	fThaAma1.1	SC	GCA_902500255.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/500/255/GCF_902500255.1_fThaAma1.1			na
GCF_009829125.1	PRJNA627707	SAMN12629500	WNMA00000000.1	representative genome	409849	409849	Periophthalmus magnuspinnatus		fPerMag1	latest	Chromosome	Major	Full	2020/01/03	fPerMag1.pri	Vertebrate Genomes Project	GCA_009829125.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/829/125/GCF_009829125.1_fPerMag1.pri			na
GCF_003945725.1	PRJNA512899	SAMN10424454	RXGC00000000.1	representative genome	415028	415028	Corapipo altera		COAL_440	latest	Scaffold	Major	Full	2018/12/14	ASM394572v1	Smithsonian Institution	GCA_003945725.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/945/725/GCF_003945725.1_ASM394572v1			na
GCF_013103735.1	PRJNA635957	SAMN14351042	JAAVJE000000000.1	representative genome	417921	417921	Etheostoma cragini		CJK2018	latest	Chromosome	Major	Full	2020/05/15	CSU_Ecrag_1.0	Kellogg Biological Station, Michigan State University	GCA_013103735.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/103/735/GCF_013103735.1_CSU_Ecrag_1.0			na
GCF_004355925.1	PRJNA595352	SAMN10245424	SAUM00000000.1	representative genome	433405	433405	Anarrhichthys ocellatus		YVR2014	latest	Scaffold	Major	Full	2019/03/08	GSC_Weel_1.0	Canada's Genomic Enterprise	GCA_004355925.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/355/925/GCF_004355925.1_GSC_Weel_1.0			na
GCF_900634775.1	PRJNA527273	SAMEA104026382	CAAAFV000000000.1	representative genome	441366	441366	Gouania willdenowi			latest	Chromosome	Major	Full	2019/02/06	fGouWil2.1	SC	GCA_900634775.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/634/775/GCF_900634775.1_fGouWil2.1			na
GCF_000698965.1	PRJNA263340	SAMN02316164	JJRT00000000.1	representative genome	441894	8801	Struthio camelus australis		BGI_N308	latest	Scaffold	Major	Full	2014/06/06	ASM69896v1	BGI	GCA_000698965.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/698/965/GCF_000698965.1_ASM69896v1			na
GCF_014905685.2	PRJNA678356	SAMN12588121	JAAMPK000000000.1	representative genome	451745	451745	Nematolebias whitei		Nwh7	latest	Chromosome	Major	Full	2021/03/24	NemWhi1	Michigan State University	GCA_014905685.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/905/685/GCF_014905685.2_NemWhi1			na
GCF_016920845.1	PRJNA707557	SAMN15223905	JACDQR000000000.1	representative genome	481459	69293	Gasterosteus aculeatus aculeatus	strain=Lake Benthic		latest	Chromosome	Major	Full	2021/02/23	GAculeatus_UGA_version5	University of Georgia	GCA_016920845.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/920/845/GCF_016920845.1_GAculeatus_UGA_version5			na
GCF_902150065.1	PRJNA556033	SAMEA4872133	CABFVW000000000.1	representative genome	586833	586833	Myripristis murdjan			latest	Chromosome	Major	Full	2019/07/03	fMyrMur1.1	SC	GCA_902150065.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/150/065/GCF_902150065.1_fMyrMur1.1			na
GCF_003945595.2	PRJNA513059	SAMN08774045	PYIH00000000.2	representative genome	649802	649802	Pipra filicauda		LSUMZ 115617	latest	Scaffold	Major	Full	2020/12/01	ASM394559v2	Smithsonian Institution	GCA_003945595.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/945/595/GCF_003945595.2_ASM394559v2			na
GCF_000738735.5	PRJNA258180	SAMN02143031	JPSR00000000.4	representative genome	932674	181096	Corvus cornix cornix		S_Up_H32	latest	Chromosome	Major	Full	2021/02/04	ASM73873v5	Uppsala University	GCA_000738735.5	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/738/735/GCF_000738735.5_ASM73873v5			na
GCF_017976425.1	PRJNA723051	SAMN18445299	JAGIYR000000000.1	representative genome	941984	941984	Toxotes jaculatrix		fToxJac2	latest	Chromosome	Major	Full	2021/04/15	fToxJac2.pri	Vertebrate Genomes Project	GCA_017976425.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/976/425/GCF_017976425.1_fToxJac2.pri			na
GCF_015832195.1	PRJNA684358	SAMN16093224	JACXWE000000000.1	representative genome	1094192	45807	Motacilla alba alba		MOTALB_02	latest	Chromosome	Major	Full	2020/12/08	Motacilla_alba_V1.0_pri	Uppsala University	GCA_015832195.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/832/195/GCF_015832195.1_Motacilla_alba_V1.0_pri			na
GCF_009650955.1	PRJNA599199	SAMN12368441	WHPO00000000.1	representative genome	1196302	1196302	Corvus moneduloides		bCorMon1	latest	Chromosome	Major	Full	2019/11/14	bCorMon1.pri	Vertebrate Genomes Project	GCA_009650955.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/650/955/GCF_009650955.1_bCorMon1.pri			na
GCF_009762535.1	PRJNA634114	SAMN12623201	WOTL00000000.1	representative genome	1203425	1203425	Notolabrus celidotus		fNotCel1	latest	Chromosome	Major	Full	2019/12/18	fNotCel1.pri	Vertebrate Genomes Project	GCA_009762535.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/762/535/GCF_009762535.1_fNotCel1.pri			na
GCF_003724035.1	PRJNA506049	SAMN10147840	REGT00000000.1	representative genome	1234273	1234273	Tachysurus fulvidraco		Tf-2017	latest	Scaffold	Major	Full	2018/11/13	ASM372403v1	BGI-SZ	GCA_003724035.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/724/035/GCF_003724035.1_ASM372403v1			na
GCF_017639745.1	PRJNA734611	SAMN12623618	JAGFVI000000000.1	representative genome	1250792	1250792	Melanotaenia boesemani		fMelBoe1	latest	Chromosome	Major	Full	2021/03/30	fMelBoe1.pri	Vertebrate Genomes Project	GCA_017639745.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/639/745/GCF_017639745.1_fMelBoe1.pri			na
GCF_901765095.1	PRJNA556662	SAMEA104387962	CABFKK000000000.1	representative genome	1415580	1415580	Microcaecilia unicolor			latest	Chromosome	Major	Full	2019/06/22	aMicUni1.1	SC	GCA_901765095.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/901/765/095/GCF_901765095.1_aMicUni1.1			na
GCF_018831695.1	PRJNA753523	SAMN17036344	JAEQBD000000000.1	representative genome	1606681	1606681	Puntigrus tetrazona		hp1	latest	Chromosome	Major	Full	2021/06/10	ASM1883169v1	China Academy of Fishery Sciencey	GCA_018831695.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/831/695/GCF_018831695.1_ASM1883169v1			na
GCF_001515605.1	PRJNA319338	SAMN03320099	LAVE00000000.1	representative genome	1608454	1608454	Sinocyclocheilus anshuiensis		Anshui	latest	Scaffold	Major	Full	2015/12/14	SAMN03320099.WGS_v1.1	BGI, Shenzhen	GCA_001515605.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/515/605/GCF_001515605.1_SAMN03320099.WGS_v1.1			na
GCF_002872115.1	PRJNA432421	SAMN08000665	PGUA00000000.1	representative genome	1676925	1676925	Paramormyrops kingsleyae	ecotype=Bambomo Creek, P0-Absent	PKING1	latest	Scaffold	Major	Full	2018/01/10	PKINGS_0.1	Michigan State University	GCA_002872115.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/872/115/GCF_002872115.1_PKINGS_0.1			na
GCF_007399415.2	PRJNA559383	SAMN03496275	VHHN00000000.1	representative genome	1825980	1825980	Gopherus evgoodei	ecotype=Sinaloan lineage		latest	Chromosome	Minor	Full	2019/07/25	rGopEvg1_v1.p	Vertebrate Genomes Project	GCA_007399415.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/399/415/GCF_007399415.2_rGopEvg1_v1.p			na
GCF_002814215.1	PRJNA423295	SAMN04902367	PEQF00000000.1	representative genome	1841481	302047	Seriola lalandi dorsalis	ecotype=SW California	HSWRI2012SDOR001	latest	Scaffold	Major	Full	2017/12/08	Sedor1	Iowa State University	GCA_002814215.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/814/215/GCF_002814215.1_Sedor1			na
GCF_004027225.2	PRJNA558775	SAMN09948751	RXXE00000000.2	representative genome	2489341	2489341	Strigops habroptila		Jane	latest	Chromosome	Major	Full	2020/03/04	bStrHab1.2.pri	Vertebrate Genomes Project	GCA_004027225.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/027/225/GCF_004027225.2_bStrHab1.2.pri			na
GCF_002925995.2	PRJNA435426	SAMN08285364	PRFB00000000.2	representative genome	2587831	158814	Terrapene carolina triunguis		2854851	latest	Scaffold	Major	Full	2018/09/21	T_m_triunguis-2.0	McDonnell Genome Institute - Washington University School of Medicine	GCA_002925995.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/925/995/GCF_002925995.2_T_m_triunguis-2.0			na
GCF_002910315.2	PRJNA433373	SAMN06561764	PPUY00000000.1	representative genome	2691554	2691554	Salvelinus sp. IW2-2015		IW2-2015	latest	Chromosome	Major	Full	2018/02/12	ASM291031v2	University of Victoria	GCA_002910315.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/910/315/GCF_002910315.2_ASM291031v2			na
